,greater,Enumeration,Enumeration,n,<Flag>,x,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag,
,greater,Enumeration,Enumeration,n,<Flag>,x,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,greater,Enumeration,Enumeration,n,Boolean,x,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,,
,greater,Enumeration,Enumeration,n,Boolean,x,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,,,,,,,,,,,,,,,,,,,,,,
,lessequal,Byte,Byte,n,<Flag>,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag,
,lessequal,Byte,Byte,n,<Flag>,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Byte,Byte,n,Boolean,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,,
,lessequal,Byte,Byte,n,Boolean,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Word,Word,n,<Flag>,x,x,,:compare_u16,,,de,hl,ncf,a;f,empty,,,,,,
,lessequal,Word,Word,n,Boolean,x,x,,:compare_u16,,,de,hl,ncf,a;f,empty,,,,,,
,lessequal,Integer,Integer,n,<Flag>,x,x,,:compare_s16,,,de,hl,ncf,a;f,empty,,,,,,
,lessequal,Integer,Integer,n,Boolean,x,x,,:compare_s16,,,de,hl,ncf,a;f,empty,,,,,,
,lessequal,Word,Integer,n,<Flag>,x,x,,:compare_s16_u16,,,de,hl,ncf,a;h;l;f,empty,,,,,,
,lessequal,Word,Integer,n,Boolean,x,x,,:compare_s16_u16,,,de,hl,ncf,a;h;l;f,empty,,,,,,
,lessequal,Integer,Word,n,<Flag>,x,x,,:compare_u16_s16,,,de,hl,ncf,a;h;l;f,empty,,,,,,
,lessequal,Integer,Word,n,Boolean,x,x,,:compare_u16_s16,,,de,hl,ncf,a;h;l;f,empty,,,,,,
,lessequal,Boolean,Boolean,n,<Flag>,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,,
,lessequal,Boolean,Boolean,n,<Flag>,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Boolean,Boolean,n,Boolean,x,x,,bool_lessequal8_reg_imm,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Boolean,Boolean,n,Boolean,x,x,,bool_lessequal8_reg_reg,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Char,Char,n,<Flag>,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag,
,lessequal,Char,Char,n,<Flag>,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Char,Char,n,Boolean,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,,
,lessequal,Char,Char,n,Boolean,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Enumeration,Enumeration,n,<Flag>,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag,
,lessequal,Enumeration,Enumeration,n,<Flag>,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,lessequal,Enumeration,Enumeration,n,Boolean,x,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,,
,lessequal,Enumeration,Enumeration,n,Boolean,x,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,,Optimised range checks for type conversions,,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,OverflowChecking,BoundsCheck,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes,
,or,Byte,Byte,y,Byte,x,x,,or8_reg_imm,,,,,,,empty,,,,,,
,or,Byte,Byte,y,Byte,x,x,,or8_reg_reg,,,,,,,empty,,,,,,
,or,Int8,Int8,y,Int8,x,x,,or8_reg_imm,,,,,,,empty,,,,,,
,or,Int8,Int8,y,Int8,x,x,,or8_reg_reg,,,,,,,empty,,,,,,
,or,Byte,Int8,y,Byte,x,x,,or8_reg_imm,,,,,,,empty,,,,,,
,or,Byte,Int8,y,Byte,x,x,,or8_reg_reg,,,,,,,empty,,,,,,
,or,Word,Word,y,Word,x,x,,or16_reg_imm,,,,,,,empty,,,,,,
,or,Word,Word,y,Word,x,x,,or16_reg_reg,,,,,,,empty,,,,,,
,or,Integer,Integer,y,Integer,x,x,,or16_reg_imm,,,,,,,empty,,,,,,
,or,Integer,Integer,y,Integer,x,x,,or16_reg_reg,,,,,,,empty,,,,,,
,or,Word,Integer,y,Word,x,x,,or16_reg_imm,,,,,,,empty,,,,,,
,or,Word,Integer,y,Word,x,x,,or16_reg_reg,,,,,,,empty,,,,,,
,or,Boolean,Boolean,y,Boolean,x,x,,or8_reg_imm,,,,,,,empty,,,,,,
,or,Boolean,Boolean,y,Boolean,x,x,,or8_reg_reg,,,,,,,empty,,,,,,
,or,Boolean,Boolean,y,<Flag>,x,x,,or8_reg_reg,,,,,nzf,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,and,Byte,Byte,y,Byte,x,x,,and8_reg_imm,,,,,,,empty,,,,,,
,and,Byte,Byte,y,Byte,x,x,,and8_reg_reg,,,,,,,empty,,,,,,
,and,Int8,Int8,y,Int8,x,x,,and8_reg_imm,,,,,,,empty,,,,,,
,and,Int8,Int8,y,Int8,x,x,,and8_reg_reg,,,,,,,empty,,,,,,
,and,Byte,Int8,y,Byte,x,x,,and8_reg_imm,,,,,,,empty,,,,,,
,and,Byte,Int8,y,Byte,x,x,,and8_reg_reg,,,,,,,empty,,,,,,
,and,Word,Word,y,Word,x,x,,and16_reg_imm,,,,,,,empty,,,,,,
,and,Word,Word,y,Word,x,x,,and16_reg_reg,,,,,,,empty,,,,,,
,and,Integer,Integer,y,Integer,x,x,,and16_reg_imm,,,,,,,empty,,,,,,
,and,Integer,Integer,y,Integer,x,x,,and16_reg_reg,,,,,,,empty,,,,,,
,and,Word,Integer,y,Word,x,x,,and16_reg_imm,,,,,,,empty,,,,,,
,and,Word,Integer,y,Word,x,x,,and16_reg_reg,,,,,,,empty,,,,,,
,and,Boolean,Boolean,y,Boolean,x,x,,and8_reg_imm,,,,,,,empty,,,,,,
,and,Boolean,Boolean,y,Boolean,x,x,,and8_reg_reg,,,,,,,empty,,,,,,
,and,Boolean,Boolean,y,<Flag>,x,x,,and8_reg_reg,,,,,nzf,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,xor,Byte,Byte,y,Byte,x,x,,xor8_reg_imm,,,,,,,empty,,,,,,
,xor,Byte,Byte,y,Byte,x,x,,xor8_reg_reg,,,,,,,empty,,,,,,
,xor,Int8,Int8,y,Int8,x,x,,xor8_reg_imm,,,,,,,empty,,,,,,
,xor,Int8,Int8,y,Int8,x,x,,xor8_reg_reg,,,,,,,empty,,,,,,
,xor,Byte,Int8,y,Byte,x,x,,xor8_reg_imm,,,,,,,empty,,,,,,
,xor,Byte,Int8,y,Byte,x,x,,xor8_reg_reg,,,,,,,empty,,,,,,
,xor,Word,Word,y,Word,x,x,,xor16_reg_imm,,,,,,,empty,,,,,,
,xor,Word,Word,y,Word,x,x,,xor16_reg_reg,,,,,,,empty,,,,,,
,xor,Integer,Integer,y,Integer,x,x,,xor16_reg_imm,,,,,,,empty,,,,,,
,xor,Integer,Integer,y,Integer,x,x,,xor16_reg_reg,,,,,,,empty,,,,,,
,xor,Word,Integer,y,Word,x,x,,xor16_reg_imm,,,,,,,empty,,,,,,
,xor,Word,Integer,y,Word,x,x,,xor16_reg_reg,,,,,,,empty,,,,,,
,xor,Boolean,Boolean,y,Boolean,x,x,,xor8_reg_imm,,,,,,,empty,,,,,,
,xor,Boolean,Boolean,y,Boolean,x,x,,xor8_reg_reg,,,,,,,empty,,,,,,
,xor,Boolean,Boolean,y,<Flag>,x,x,,xor8_reg_reg,,,,,nzf,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
;,Unary operators,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,,Optimised range checks for type conversions,,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,OverflowChecking,BoundsCheck,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes,
,negate,Int8,none,n,Int8,x,x,,negate_s8,,,,,,,pe_overflow,,,,,,
,negate,Word,none,n,Integer,x,x,,:negate_u16_with_overflow,,,hl,,hl,h;l;d;e;f,nc_overflow,,,,,,
;,negate,Word,none,n,Integer,x,x,,:negate_u16_with_overflow,,,hl,,hl,h;l;d;e;f,nc_overflow,,nz_range,p_range,nz_range,,
;,negate,Word,none,n,Integer,n,x,,:negate_s16,,,hl,,hl,h;l;a;f,,,16bit_nz_range,16bit_positive_nz_range,16bit_nz_range,"Range errors: Byte, Word if non zero. Integer if non zero +ve",
;,,,,,,,,,,,,,,,,,,,,,,"Error checking the above is very difficult, so it has been removed to simplify things"
,negate,Integer,none,n,Integer,y,x,,:negate_HL_with_overflow,,,hl,,hl,h;l;a;f,nc_overflow,,,,,,
,negate,Integer,none,n,Integer,n,x,,:negate_s16,,,hl,,hl,h;l;a;f,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,complement,Byte,none,n,Byte,x,x,,cpla,,,,,,,empty,,,,,The way we're storing Booleans means we use the same code for bitwise and logical operations,
,complement,Int8,none,n,Int8,x,x,,cpla,,,,,,,empty,,,,,The way we're storing Booleans means we use the same code for bitwise and logical operations,
,complement,Word,none,n,Word,x,x,,cpl16_reg,,,,,,,empty,,,,,,
,complement,Pointer,none,n,Pointer,x,x,,cpl16_reg,,,,,,,empty,,,,,,
,complement,Integer,none,n,Integer,x,x,,cpl16_reg,,,,,,,empty,,,,,,
,complement,Boolean,none,n,Boolean,x,x,,cpla,,,,,,,empty,,,,,Does NOT set zero flag…,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
;,Intrinsics (I.e. small operations mostly enacted via CPU instructions),,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,,Optimised range checks for type conversions,,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,OverflowChecking,BoundsCheck,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes,
,abs,Integer,none,n,Integer,x,x,,:abs_hl_with_overflow,,,hl,,hl,a;f;h;l,nc_overflow,,,,,,
,abs,Byte,none,n,Byte,x,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,Does nothing!,
,abs,Word,none,n,Word,x,x,,empty,,,hl;de;bc,,param1,,empty,,,,,Does nothing!,
,abs,Pointer,none,n,Pointer,x,x,,empty,,,hl;de;bc,,param1,,empty,,,,,Does nothing!,
,,,,,,,,,,,,,,,,,,,,,,
,dec,Byte,Integer,n,None,x,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Byte,Word,n,None,x,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Int8,Integer,n,None,x,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Int8,Word,n,None,x,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Word,Integer,n,None,x,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Word,Word,n,None,x,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Integer,Integer,n,None,x,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Integer,Word,n,None,x,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Enumeration,Integer,n,None,n,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs,
,dec,Enumeration,Word,n,None,y,x,,sub8_reg_imm,,,,,,,c_overflow,,,,,Proc chooses whether to use DECs or SUBs,
,,,,,,,,,,,,,,,,,,,,,,
,inc,Byte,Integer,n,None,x,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Byte,Word,n,None,x,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Int8,Integer,n,None,x,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Int8,Word,n,None,x,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Word,Integer,n,None,x,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Word,Word,n,None,x,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Integer,Integer,n,None,x,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Integer,Word,n,None,x,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Enumeration,Integer,n,None,n,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs,
,inc,Enumeration,Word,n,None,y,x,,add8_reg_imm,,,,,,,enum_overflow,,,,,Proc chooses whether to use INCs or ADDs,
,,,,,,,,,,,,,,,,,,,,,,
,odd,Byte,none,n,<Flag>,x,x,,odd8_rra,,,,,,,empty,,,,,Only A reg. Destructive,
;,odd,Byte,none,n,Boolean,x,x,,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',empty,,,,,Any register. Destructive. Result in CF,
,odd,Byte,none,n,<Flag>,x,x,,odd8_bit,,,,,,,empty,,,,,Any register. Non-destructive. Result in ZF,
,odd,Int8,none,n,<Flag>,x,x,,odd8_rra,,,,,,,empty,,,,,Only A reg. Destructive,
;,odd,Int8,none,n,Boolean,x,x,,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',empty,,,,,Any register. Destructive. Result in CF,
,odd,Int8,none,n,<Flag>,x,x,,odd8_bit,,,,,,,empty,,,,,Any register. Non-destructive. Result in ZF,
,odd,Word,none,n,<Flag>,x,x,load_rp_low,odd8_rra,,,,,,,empty,,,,,Only A reg. Destructive,
;,odd,Word,none,n,Boolean,x,x,load_rp_low,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',empty,,,,,Any register. Destructive. Result in CF,
,odd,Word,none,n,<Flag>,x,x,load_rp_low,odd8_bit,,,,,,,empty,,,,,Any register. Non-destructive. Result in ZF,
,odd,Integer,none,n,<Flag>,x,x,load_rp_low,odd8_rra,,,,,,,empty,,,,,Only A reg. Destructive,
;,odd,Integer,none,n,Boolean,x,x,load_rp_low,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',empty,,,,,Any register. Destructive. Result in CF,
,odd,Integer,none,n,<Flag>,x,x,load_rp_low,odd8_bit,,,,,,,empty,,,,,Any register. Non-destructive. Result in ZF,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,,Optimised range checks for type conversions,,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,OverflowChecking,BoundsCheck,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes,
,addrof,Pointer,none,n,Pointer,x,x,,addrof_static,,,,,,,empty,,,,,Address of static variable,
,addrof,Pointer,none,n,Pointer,x,x,,addrof_stack_via_de,,,,,,,empty,,,,,Address of stack variable.,
;,addrof,Pointer,none,n,Pointer,x,x,,addrof_stack_via_bc,,,,,,,empty,,,,,Address of stack variable. Untested,
,addrof,ArrayType,none,n,Pointer,x,x,,addrof_static,,,,,,,empty,,,,,Address of static variable,
,addrof,ArrayType,none,n,Pointer,x,x,,addrof_stack_via_de,,,,,,,empty,,,,,Address of static variable,
,addrof,Array,none,n,Pointer,x,x,,addrof_stack_via_de,,,,,,,empty,,,,,Address of stack variable.,
,,,,,,,,,,,,,,,,,,,,,,
,addrelement,Array,Byte,n,Pointer,x,x,,proc_addrof_arrayelem_imm,,,static,imm,hl,,empty,,,,,Address of array element. Index is Immediate,
,addrelement,Array,Word,n,Pointer,x,x,,proc_addrof_arrayelem_imm,,,static,imm,hl,,empty,,,,,Address of array element. Index is Immediate,
,addrelement,Array,Int8,n,Pointer,x,x,,proc_addrof_arrayelem_imm,,,static,imm,hl,,empty,,,,,Address of array element. Index is Immediate,
,addrelement,Array,Integer,n,Pointer,x,x,,proc_addrof_arrayelem_imm,,,static,imm,hl,,empty,,,,,Address of array element. Index is Immediate,
,addrelement,Array,Char,n,Pointer,x,x,,proc_addrof_arrayelem_imm,,,static,imm,hl,,empty,,,,,Address of array element. Index is Immediate,
,addrelement,Array,Enumeration,n,Pointer,x,x,,proc_addrof_arrayelem_imm,,,static,imm,hl,,empty,,,,,Address of array element. Index is Immediate,
,addrelement,Array,Byte,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,l,hl,a;d;e;f,empty,,,,,Address of array element. Index is in register,
,addrelement,Array,Word,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,hl,hl,a;d;e;f,empty,,,,,Address of array element. Index is in register,
,addrelement,Array,Int8,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,l,hl,a;d;e;f,empty,,,,,Address of array element. Index is in register,
,addrelement,Array,Integer,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,hl,hl,a;d;e;f,empty,,,,,Address of array element. Index is in register,
,addrelement,Array,Char,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,l,hl,a;d;e;f,empty,,,,,Address of array element. Index is in register,
,addrelement,Array,Enumeration,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,l,hl,a;d;e;f,empty,,,,,Address of array element. Index is in register,
,addrelement,Vector:Short,Byte,n,Pointer,x,x,,proc_addrof_vectorelem_imm,,,static,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
;,addrelement,Vector:Short,Word,n,Pointer,x,x,,proc_addrof_vectorelem_imm,,,static,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
;,addrelement,Vector:Short,Byte,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,l,hl,a;d;e;f,empty,,,,,Address of vector element. Index is in register,
;,addrelement,Vector:Short,Word,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,hl,hl,a;d;e;f,empty,,,,,Address of vector element. Index is in register,
;,addrelement,Vector:Long,Byte,n,Pointer,x,x,,proc_addrof_vectorelem_imm,,,static,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
,addrelement,Vector:Long,Word,n,Pointer,x,x,,proc_addrof_vectorelem_imm,,,static,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
;,addrelement,Vector:Long,Word,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,hl,hl,a;d;e;f,empty,,,,,Address of vector element. Index is in register,
,addrelement,List:Short,Byte,n,Pointer,x,x,,proc_addrof_listelem_imm,,,hl,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
;,addrelement,List:Short,Word,n,Pointer,x,x,,proc_addrof_vectorelem_imm,,,static,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
;,addrelement,List:Short,Byte,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,static,l,hl,a;d;e;f,empty,,,,,Address of vector element. Index is in register,
;,addrelement,List:Short,Word,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,hl,de,hl,a;d;e;f,empty,,,,,Address of vector element. Index is in register,
;,addrelement,List:Long,Byte,n,Pointer,x,x,,proc_addrof_vectorelem_imm,,,static,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
,addrelement,List:Long,Word,n,Pointer,x,x,,proc_addrof_listelem_imm,,,hl,imm,hl,,empty,,,,,Address of vector element. Index is Immediate,
;,addrelement,List:Long,Word,n,Pointer,x,x,,proc_addrof_arrayelem_static_varsource,,,hl,de,hl,a;d;e;f,empty,,,,,Address of vector element. Index is in register,
,,,,,,,,,,,,,,,,,,,,,,
;,;Offsets for array types will always be known at compile time.,,,,,,,,,,,,,,,,,,,,,
,addroffset,Array,Byte,n,Pointer,x,x,,proc_addr_offset_imm,,,static,imm,hl,,empty,,,,,Address of offset from base of vactor. Can be used to get addr of a known element or meta data,
,addroffset,Array,Word,n,Pointer,x,x,,proc_addr_offset_imm,,,static,imm,hl,,empty,,,,,Address of offset from base of vactor. Can be used to get addr of a known element or meta data,
,addroffset,Vector,Byte,n,Pointer,x,x,,proc_addr_offset_imm,,,static,imm,hl,,empty,,,,,Address of offset from base of vactor. Can be used to get addr of a known element or meta data,
,addroffset,List,Word,n,Pointer,x,x,,proc_addr_offset_imm,,,static,imm,hl,,empty,,,,,Address of offset from base of vactor. Can be used to get addr of a known element or meta data,
,,,,,,,,,,,,,,,,,,,,,,
;,addroffset,Record,Byte,n,Pointer,x,x,,proc_addr_offset_imm,,,static,imm,hl,,empty,,,,,Address of a record field where param 2 is the offset to the field,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,capacity,List:Short,none,n,Byte,x,x,,length_shortvector,,,,,,,empty,,,,,Returns Capacity field of the list,
,capacity,List:Long,none,n,Word,x,x,,length_longvector,,,,,,,empty,,,,,Returns Capacity field of the list,
,,,,,,,,,,,,,,,,,,,,,,
;,deref,Pointer,none,n,Byte,x,x,,empty,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,hi,Word,none,n,Byte,x,x,load_rp_high,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,,
,hi,Integer,none,n,Byte,x,x,load_rp_high,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,high,TypeDef,none,n,Byte,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Word,x,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Int8,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Integer,x,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Pointer,x,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Char,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Boolean,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,TypeDef,none,n,Enumeration,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,high,Vector:Short,none,n,Byte,x,x,,high_shortvector,,,,,,,empty,,,,,,
,high,Vector:Long,none,n,Word,x,x,,high_longvector,,,,,,,empty,,,,,,
,high,List:Short,none,n,Integer,x,x,,high_shortlist,,,,,,,empty,,,,,,
,high,List:Long,none,n,Integer,x,x,,high_longlist,,,,,,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,inp,Word,none,n,Byte,x,x,,in_reg_bc,,,,,,,empty,,,,,Current Primitive data can't cope with multiple result register options,
;,inp,Byte,none,n,Byte,x,x,,in_a_n,,,,,,,empty,,,,,Not yet supported (How to differentiate between the two? Compiler option?),
,,,,,,,,,,,,,,,,,,,,,,
;,keypressed,none,none,n,Boolean,x,x,,:s_keypressed,,,,,cf,a;f,empty,,,,,Is there a key waiting to be read?,
,,,,,,,,,,,,,,,,,,,,,,
,length,TypeDef,none,n,Byte,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,length,TypeDef,none,n,Word,x,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
;,length,TypeDef,none,n,Int8,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
;,length,TypeDef,none,n,Integer,x,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
;,length,TypeDef,none,n,Pointer,x,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
;,length,TypeDef,none,n,Char,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
;,length,TypeDef,none,n,Boolean,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
;,length,TypeDef,none,n,Enumeration,x,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.,
,length,Vector:Short,none,n,Byte,x,x,,length_shortvector,,,,,,,empty,,,,,,
,length,Vector:Long,none,n,Word,x,x,,length_longvector,,,,,,,empty,,,,,,
,length,List:Short,none,n,Byte,x,x,,length_shortlist,,,,,,,empty,,,,,,
,length,List:Long,none,n,Word,x,x,,length_longlist,,,,,,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,,
