;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,or,Byte,Byte,y,Byte,x,,or8_reg_imm,,,,,,,empty,,,,,
,or,Byte,Byte,y,Byte,x,,or8_reg_reg,,,,,,,empty,,,,,
,or,Int8,Int8,y,Int8,x,,or8_reg_imm,,,,,,,empty,,,,,
,or,Int8,Int8,y,Int8,x,,or8_reg_reg,,,,,,,empty,,,,,
,or,Byte,Int8,y,Byte,x,,or8_reg_imm,,,,,,,empty,,,,,
,or,Byte,Int8,y,Byte,x,,or8_reg_reg,,,,,,,empty,,,,,
,or,Word,Word,y,Word,x,,or16_reg_imm,,,,,,,empty,,,,,
,or,Word,Word,y,Word,x,,or16_reg_reg,,,,,,,empty,,,,,
,or,Integer,Integer,y,Integer,x,,or16_reg_imm,,,,,,,empty,,,,,
,or,Integer,Integer,y,Integer,x,,or16_reg_reg,,,,,,,empty,,,,,
,or,Word,Integer,y,Word,x,,or16_reg_imm,,,,,,,empty,,,,,
,or,Word,Integer,y,Word,x,,or16_reg_reg,,,,,,,empty,,,,,
,or,Boolean,Boolean,y,Boolean,x,,or8_reg_imm,,,,,,,empty,,,,,
,or,Boolean,Boolean,y,Boolean,x,,or8_reg_reg,,,,,,,empty,,,,,
,or,Boolean,Boolean,y,<Flag>,x,,or8_reg_reg,,,,,nzf,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,and,Byte,Byte,y,Byte,x,,and8_reg_imm,,,,,,,empty,,,,,
,and,Byte,Byte,y,Byte,x,,and8_reg_reg,,,,,,,empty,,,,,
,and,Int8,Int8,y,Int8,x,,and8_reg_imm,,,,,,,empty,,,,,
,and,Int8,Int8,y,Int8,x,,and8_reg_reg,,,,,,,empty,,,,,
,and,Byte,Int8,y,Byte,x,,and8_reg_imm,,,,,,,empty,,,,,
,and,Byte,Int8,y,Byte,x,,and8_reg_reg,,,,,,,empty,,,,,
,and,Word,Word,y,Word,x,,and16_reg_imm,,,,,,,empty,,,,,
,and,Word,Word,y,Word,x,,and16_reg_reg,,,,,,,empty,,,,,
,and,Integer,Integer,y,Integer,x,,and16_reg_imm,,,,,,,empty,,,,,
,and,Integer,Integer,y,Integer,x,,and16_reg_reg,,,,,,,empty,,,,,
,and,Word,Integer,y,Word,x,,and16_reg_imm,,,,,,,empty,,,,,
,and,Word,Integer,y,Word,x,,and16_reg_reg,,,,,,,empty,,,,,
,and,Boolean,Boolean,y,Boolean,x,,and8_reg_imm,,,,,,,empty,,,,,
,and,Boolean,Boolean,y,Boolean,x,,and8_reg_reg,,,,,,,empty,,,,,
,and,Boolean,Boolean,y,<Flag>,x,,and8_reg_reg,,,,,nzf,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,xor,Byte,Byte,y,Byte,x,,xor8_reg_imm,,,,,,,empty,,,,,
,xor,Byte,Byte,y,Byte,x,,xor8_reg_reg,,,,,,,empty,,,,,
,xor,Int8,Int8,y,Int8,x,,xor8_reg_imm,,,,,,,empty,,,,,
,xor,Int8,Int8,y,Int8,x,,xor8_reg_reg,,,,,,,empty,,,,,
,xor,Byte,Int8,y,Byte,x,,xor8_reg_imm,,,,,,,empty,,,,,
,xor,Byte,Int8,y,Byte,x,,xor8_reg_reg,,,,,,,empty,,,,,
,xor,Word,Word,y,Word,x,,xor16_reg_imm,,,,,,,empty,,,,,
,xor,Word,Word,y,Word,x,,xor16_reg_reg,,,,,,,empty,,,,,
,xor,Integer,Integer,y,Integer,x,,xor16_reg_imm,,,,,,,empty,,,,,
,xor,Integer,Integer,y,Integer,x,,xor16_reg_reg,,,,,,,empty,,,,,
,xor,Word,Integer,y,Word,x,,xor16_reg_imm,,,,,,,empty,,,,,
,xor,Word,Integer,y,Word,x,,xor16_reg_reg,,,,,,,empty,,,,,
,xor,Boolean,Boolean,y,Boolean,x,,xor8_reg_imm,,,,,,,empty,,,,,
,xor,Boolean,Boolean,y,Boolean,x,,xor8_reg_reg,,,,,,,empty,,,,,
,xor,Boolean,Boolean,y,<Flag>,x,,xor8_reg_reg,,,,,nzf,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
;,Unary operators,,,,,,,(Empty columns for formatting),,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,negate,Int8,none,n,Int8,x,,negate_s8,,,,,,,pe_overflow,,,,,
,negate,Word,none,n,Integer,y,,:negate_u16_with_overflow,,,hl,,hl,h;l;d;e;f,nc_overflow,,nz_range,p_range,nz_range,
,negate,Word,none,n,Integer,n,,:negate_s16,,,hl,,hl,h;l;a;f,,,,,,
,negate,Integer,none,n,Integer,y,,:negate_HL_with_overflow,,,hl,,hl,h;l;a;f,nc_overflow,,,,,
,negate,Integer,none,n,Integer,n,,:negate_s16,,,hl,,hl,h;l;a;f,,,,,,
,,,,,,,,,,,,,,,,,,,,
,complement,Byte,none,n,Byte,x,,cpla,,,,,,,empty,,,,,The way we're storing Booleans means we use the same code for bitwise and logical operations
,complement,Int8,none,n,Int8,x,,cpla,,,,,,,empty,,,,,The way we're storing Booleans means we use the same code for bitwise and logical operations
,complement,Word,none,n,Word,x,,cpl16_reg,,,,,,,empty,,,,,
,complement,Pointer,none,n,Pointer,x,,cpl16_reg,,,,,,,empty,,,,,
,complement,Integer,none,n,Integer,x,,cpl16_reg,,,,,,,empty,,,,,
,complement,Boolean,none,n,Boolean,x,,cpla,,,,,,,empty,,,,,Does NOT set zero flag…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
;,Typecasts,,,,,,,,,,,,,,,,,,,
;,,,,,,,,(Empty columns for formatting),,,,,,,!! 'Empty' here explicitly specifies no checking !!,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,Int8,Int8,none,n,Int8,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Int8,Integer,none,n,Int8,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Int8,Byte,none,n,Int8,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Int8,Word,none,n,Int8,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Int8,Pointer,none,n,Int8,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Int8,Boolean,none,n,Int8,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Int8,Char,none,n,Int8,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Integer,Int8,none,n,Integer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Integer,Integer,none,n,Integer,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Integer,Byte,none,n,Integer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Integer,Word,none,n,Integer,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Integer,Pointer,none,n,Integer,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Integer,Boolean,none,n,Integer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Integer,Char,none,n,Integer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Byte,Int8,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Byte,Integer,none,n,Byte,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Byte,Byte,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Byte,Word,none,n,Byte,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Byte,Pointer,none,n,Byte,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Byte,Boolean,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Byte,Char,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Word,Int8,none,n,Word,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Word,Integer,none,n,Word,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Word,Byte,none,n,Word,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Word,Word,none,n,Word,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Word,Pointer,none,n,Word,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Word,Boolean,none,n,Word,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Word,Char,none,n,Word,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Int8,none,n,Pointer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Integer,none,n,Pointer,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Byte,none,n,Pointer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Word,none,n,Pointer,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Pointer,none,n,Pointer,x,,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Boolean,none,n,Pointer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Pointer,Char,none,n,Pointer,x,load_rp_low,empty,,,hl;de;bc,,param1,,empty,empty,empty,empty,empty,
,Boolean,Int8,none,n,Boolean,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Boolean,Integer,none,n,Boolean,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Boolean,Byte,none,n,Boolean,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Boolean,Word,none,n,Boolean,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Boolean,Pointer,none,n,Boolean,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Boolean,Boolean,none,n,Boolean,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Boolean,Char,none,n,Boolean,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Int8,none,n,Char,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Integer,none,n,Char,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Byte,none,n,Char,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Word,none,n,Char,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Pointer,none,n,Char,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Boolean,none,n,Char,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,Char,Char,none,n,Char,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,empty,empty,empty,empty,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
;,Intrinsics (I.e. small operations mostly enacted via CPU instructions),,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,abs,Integer,none,n,Integer,x,,:abs_hl_with_overflow,,,hl,,hl,a;f;h;l,nc_overflow,,,,,
,abs,Byte,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,Does nothing!
,abs,Word,none,n,Word,x,,empty,,,hl;de;bc,,param1,,empty,,,,,Does nothing!
,abs,Pointer,none,n,Pointer,x,,empty,,,hl;de;bc,,param1,,empty,,,,,Does nothing!
,,,,,,,,,,,,,,,,,,,,
,dec,Byte,Integer,n,None,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Byte,Word,n,None,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Int8,Integer,n,None,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Int8,Word,n,None,x,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Word,Integer,n,None,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Word,Word,n,None,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Integer,Integer,n,None,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,dec,Integer,Word,n,None,x,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use DECs or SUBs
,,,,,,,,,,,,,,,,,,,,
,inc,Byte,Integer,n,None,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Byte,Word,n,None,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Int8,Integer,n,None,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Int8,Word,n,None,x,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Word,Integer,n,None,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Word,Word,n,None,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Integer,Integer,n,None,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,inc,Integer,Word,n,None,x,,proc_inc16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking. Proc chooses whether to use INCs or ADDs
,,,,,,,,,,,,,,,,,,,,
,odd,Byte,none,n,<Flag>,x,,odd8_rra,,,,,,,,,,,,Only A reg. Destructive
;,odd,Byte,none,n,Boolean,x,,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',,,,,,Any register. Destructive. Result in CF
,odd,Byte,none,n,<Flag>,x,,odd8_bit,,,,,,,,,,,,Any register. Non-destructive. Result in ZF
,odd,Int8,none,n,<Flag>,x,,odd8_rra,,,,,,,,,,,,Only A reg. Destructive
;,odd,Int8,none,n,Boolean,x,,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',,,,,,Any register. Destructive. Result in CF
,odd,Int8,none,n,<Flag>,x,,odd8_bit,,,,,,,,,,,,Any register. Non-destructive. Result in ZF
,odd,Word,none,n,<Flag>,x,load_rp_low,odd8_rra,,,,,,,,,,,,Only A reg. Destructive
;,odd,Word,none,n,Boolean,x,load_rp_low,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',,,,,,Any register. Destructive. Result in CF
,odd,Word,none,n,<Flag>,x,load_rp_low,odd8_bit,,,,,,,,,,,,Any register. Non-destructive. Result in ZF
,odd,Integer,none,n,<Flag>,x,load_rp_low,odd8_rra,,,,,,,,,,,,Only A reg. Destructive
;,odd,Integer,none,n,Boolean,x,load_rp_low,odd8_rr,,,,,,***Compiler can't handle '-corrupts p1',,,,,,Any register. Destructive. Result in CF
,odd,Integer,none,n,<Flag>,x,load_rp_low,odd8_bit,,,,,,,,,,,,Any register. Non-destructive. Result in ZF
,,,,,,,,,,,,,,,,,,,,
,addrof,Pointer,none,n,Pointer,x,,addrof_static,,,,,,,empty,,,,,Address of static variable
,addrof,Pointer,none,n,Pointer,x,,addrof_stack_via_de,,,,,,,empty,,,,,Address of stack variable.
;,addrof,Pointer,none,n,Pointer,x,,addrof_stack_via_bc,,,,,,,empty,,,,,Address of stack variable. Untested
,,,,,,,,,,,,,,,,,,,,
,hi,Word,none,n,Byte,x,load_rp_high,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,hi,Integer,none,n,Byte,x,load_rp_high,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,high,Byte,none,n,Byte,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,high,Word,none,n,Word,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,high,Int8,none,n,Int8,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,high,Integer,none,n,Integer,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,high,Pointer,none,n,Pointer,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,high,Char,none,n,Char,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,high,Boolean,none,n,Boolean,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,,,,,,,,,,,,,,,,,,,,
,inp,Word,none,n,Byte,x,,in_reg_bc,,,,,,,,,,,,Current Primitive data can't cope with multiple result register options
;,inp,Byte,none,n,Byte,x,,in_a_n,,,,,,,,,,,,Not yet supported (How to differentiate between the two? Compiler option?)
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,lo,Word,none,n,Byte,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,lo,Integer,none,n,Byte,x,load_rp_low,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,low,Byte,none,n,Byte,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,low,Word,none,n,Word,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,low,Int8,none,n,Int8,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,low,Integer,none,n,Integer,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,low,Pointer,none,n,Pointer,x,,error,,,imm,,hl,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,low,Char,none,n,Char,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,low,Boolean,none,n,Boolean,x,,error,,,imm,,a,,empty,,,,,Compile time only. Returns a constant at compile time. This is just a placeholder.
,,,,,,,,,,,,,,,,,,,,
,ord,Byte,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,ord,Int8,none,n,Int8,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,ord,Word,none,n,LType,x,,empty,,,hl;de;bc,,param1,,empty,,,,,
,ord,Integer,none,n,Integer,x,,empty,,,hl;de;bc,,param1,,empty,,,,,
,ord,Boolean,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,ord,Char,none,n,Byte,x,,empty,,,a;b;c;d;e;h;l,,param1,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,out,Word,Byte,n,None,x,,out_bc_reg,,,,,,,,,,,,
,out,Word,Char,n,None,x,,out_bc_reg,,,,,,,,,,,,
;,out,Byte,Byte,n,None,x,,out_n_a,,,,,,,,,,,,Not yet supported (How to differentiate between the two? Compiler option?)
;,out,Byte,Char,n,None,x,,out_n_a,,,,,,,,,,,,Not yet supported (How to differentiate between the two? Compiler option?)
,,,,,,,,,,,,,,,,,,,,
,peek,Word,Byte,n,Byte,x,,peek8_imm,,,,,,,empty,,,,,Param2 is consumed at compile time. We put imm here to fool the Primitive search algorithm
,peek,Word,Byte,n,Byte,x,,peek8_r8_hl,,,,,,,empty,,,,,
;,peek,Word,Byte,n,Byte,x,,peek8_a_r16,,,,,,,empty,,,,,
,peek,Word,Int8,n,Int8,x,,peek8_imm,,,,,,,empty,,,,,Code gen can't handle choice of result registers
,peek,Word,Int8,n,Int8,x,,peek8_r8_hl,,,,,,,empty,,,,,Code gen can't handle choice of result registers
;,peek,Word,Int8,n,Int8,x,,peek8_a_r16,,,,,,,empty,,,,,Code gen can't handle choice of result registers
,peek,Word,Word,n,Word,x,,peek16_imm,,,,,,,empty,,,,,
,peek,Word,Word,n,Word,x,,peek16_reg16,,,,,,,empty,,,,,
,peek,Word,Pointer,n,Pointer,x,,peek16_imm,,,,,,,empty,,,,,
,peek,Word,Pointer,n,Pointer,x,,peek16_reg16,,,,,,,empty,,,,,
,peek,Word,Integer,n,Integer,x,,peek16_imm,,,,,,,empty,,,,,
,peek,Word,Integer,n,Integer,x,,peek16_reg16,,,,,,,empty,,,,,
,peek,Word,Boolean,n,Boolean,x,,peek8_imm,,,,,,,empty,,,,,
,peek,Word,Boolean,n,Boolean,x,,peek8_r8_hl,,,,,,,empty,,,,,
;,peek,Word,Boolean,n,Boolean,x,,peek8_a_r16,,,,,,,empty,,,,,
,peek,Word,Char,n,Char,x,,peek8_imm,,,,,,,empty,,,,,
,peek,Word,Char,n,Char,x,,peek8_r8_hl,,,,,,,empty,,,,,
;,peek,Word,Char,n,Char,x,,peek8_a_r16,,,,,,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,poke,Word,Byte,n,None,x,,poke_imm_a,,,,,,,empty,,,,,
,poke,Word,Byte,n,None,x,,poke_hl_imm8,,,,,,,empty,,,,,
,poke,Word,Byte,n,None,x,,poke_hl_reg8,,,,,,,empty,,,,,
,poke,Word,Int8,n,None,x,,poke_imm_a,,,,,,,empty,,,,,
,poke,Word,Int8,n,None,x,,poke_hl_imm8,,,,,,,empty,,,,,
,poke,Word,Int8,n,None,x,,poke_hl_reg8,,,,,,,empty,,,,,
,poke,Word,Word,n,None,x,load_rp_low,poke_imm_a,,,,,,,empty,Does the programmer want to poke a word or just the low byte of the 16-bit value? We can't tell!,,,,
,poke,Word,Integer,n,None,x,load_rp_low,poke_imm_a,,,,,,,empty,For now all pokes are 8 bit until this can be resolved.,,,,
,poke,Word,Word,n,None,x,,poke_hl_imm8,,,,,,,empty,Possibly this requires an extra intrinsic: poke byte and poke typed.,,,,
,poke,Word,Integer,n,None,x,,poke_hl_imm8,,,,,,,empty,,,,,
,poke,Word,Word,n,None,x,load_rp_low,poke_hl_reg8,,,,,,,empty,,,,,
,poke,Word,Integer,n,None,x,load_rp_low,poke_hl_reg8,,,,,,,empty,,,,,
,poke,Word,Boolean,n,None,x,,poke_imm_a,,,,,,,empty,,,,,
,poke,Word,Boolean,n,None,x,,poke_hl_imm8,,,,,,,empty,,,,,
,poke,Word,Boolean,n,None,x,,poke_hl_reg8,,,,,,,empty,,,,,
,poke,Word,Char,n,None,x,,poke_imm_a,,,,,,,empty,,,,,
,poke,Word,Char,n,None,x,,poke_hl_imm8,,,,,,,empty,,,,,
,poke,Word,Char,n,None,x,,poke_hl_reg8,,,,,,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,pred,Byte,Byte,n,Byte,n,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking
,pred,Byte,Byte,n,Byte,y,,sub8_reg_imm,,,,,,,c_overflow,m_overflow,,,,
,pred,Int8,Int8,n,Int8,n,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking
,pred,Int8,Int8,n,Int8,y,,sub8_reg_imm,,,,,,,pe_overflow,,m_range,,m_range,
,pred,Word,Integer,n,Word,n,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking
,pred,Word,Word,n,Word,y,,sub16,,,,,,,c_overflow,,,m_range,,
,pred,Pointer,Integer,n,Pointer,n,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking
,pred,Pointer,Word,n,Pointer,y,,sub16,,,,,,,c_overflow,,,m_range,,
,pred,Integer,Integer,n,Integer,n,,proc_dec16_reg,,,hl;de;bc,imm,param1,,empty,,,,,No overflow checking
,pred,Integer,Integer,n,Integer,y,,sub16,,,,,,,pe_overflow,,,,m_range,
,pred,Boolean,Integer,n,Boolean,n,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking
,pred,Boolean,Byte,n,Boolean,y,,cpla,,,,,,,c_overflow,m_range,,,,TODO: BoolDEC should be INC!! Error if result not $00
,pred,Char,Integer,n,Char,n,,proc_dec8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking
,pred,Char,Byte,n,Char,y,,sub8_reg_imm,,,,,,,c_overflow,m_range,,,,
,,,,,,,,,,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,sizeof,Typedef,none,n,Word,x,,,,,hl,,hl,,empty,,,,,Compile time only (until we have variant arrays <g>)
,,,,,,,,,,,,,,,,,,,,
,succ,Byte,Byte,n,Byte,n,,proc_inc8_reg,,,a;b;c;d;e;h;l,imm,param1,f,empty,,,,,No overflow checking
